total_value,tax,LOT_SQFT,year_built,gross_area,living_area,floors,rooms,bedrooms,full_bath,half_bath,kitchen,fireplace,remodel
485.2,6103,6400,1939,3210,1968,2,9,4,1,1,1,1,None
351.2,4418,5725,1930,2584,1428,1.5,6,3,1,0,1,0,None
337.6,4247,5000,1953,2324,1075,1,6,2,1,0,1,1,None
671.4,8446,6410,1920,5496,2981,2,8,4,3,1,1,1,None
328.6,4133,4000,1910,2138,1318,2,6,3,1,1,1,1,None
715,8994,12189,1950,4234,2388,2,7,4,1,1,1,1,Recent
329.7,4147,6000,1924,2915,1363,1,6,3,1,0,1,1,None
367.1,4618,5060,1954,2556,1504,2,7,4,1,1,1,1,None
404,5082,6510,1910,2692,1404,2,6,2,2,0,1,1,None
378.4,4760,4767,1904,2482,1563,2,7,3,1,0,1,0,None
322,4050,4868,1955,2344,1306,1.5,7,4,1,1,1,1,None
333.3,4192,3760,1915,2877,1295,1,7,4,1,1,1,1,None
358.3,4507,6375,1955,2648,1142,1,6,3,2,0,1,1,None
353.3,4444,5090,1956,1996,1225,2,6,3,1,1,1,0,Recent
511.6,6435,6240,1915,4236,2317,2,10,4,3,0,1,1,None
560.7,7053,10658,1880,6153,3209,2,9,5,2,1,1,1,None
402.3,5060,6083,1930,2714,1792,2,8,3,1,1,1,0,Old
332.5,4182,5241,1931,2232,1352,2,6,3,1,0,1,0,None
295.8,3721,3375,1920,2633,1194,1,6,2,1,0,1,0,None
360.3,4532,6310,1930,2666,1582,2,7,3,1,1,1,1,None
482.3,6067,11324,1940,3555,1981,2,10,5,1,1,1,1,Old
335,4214,4000,1910,2073,1318,2,5,3,1,1,1,1,None
357.9,4502,5190,1915,2360,1496,2,7,3,1,1,1,1,None
413.2,5198,5200,1923,3162,1881,2,6,3,1,1,1,1,None
360.3,4532,4891,1907,3768,1562,2,8,5,2,0,1,0,None
251.9,3168,3874,1920,1870,900,1,5,2,1,0,1,0,Old
378.9,4766,4632,1910,3074,1711,2,7,4,1,1,1,0,None
298.8,3758,4835,1955,2268,1134,1,6,2,1,1,1,1,None
289.5,3641,5000,1930,2206,995,1,5,2,1,0,1,0,None
480.3,6042,5146,1900,4275,2395,2,7,3,1,2,1,0,None
354.4,4458,6950,1925,2502,1248,2,7,3,1,1,1,1,None
458.4,5766,6065,1890,3696,2248,2,9,3,1,1,1,0,Old
360.9,4540,5182,1933,2824,1526,1.5,8,3,1,1,1,1,None
344.5,4333,3375,1920,2886,1367,1,7,3,1,0,1,0,Recent
346.4,4357,4307,1929,2076,1352,2,6,2,1,0,1,0,Old
327.1,4114,4000,1929,2228,1318,2,6,3,1,0,1,0,None
327.1,4114,6076,1930,1776,1104,2,6,3,1,0,1,0,Old
603.3,7589,8102,1910,5384,2964,2,9,4,1,1,1,1,Recent
558.6,7027,6400,1930,3134,1969,2,8,4,1,1,1,1,None
358,4503,9040,1955,2590,1220,1,6,3,1,0,1,1,None
482,6063,4720,1920,4553,2572,2,9,5,1,1,1,0,None
341.3,4293,5230,1910,2064,1329,2,8,3,1,0,1,1,None
417.4,5250,4960,1927,2697,1625,2,7,3,1,0,1,1,None
372.7,4688,4792,1932,2556,1551,2,8,3,1,0,1,1,None
349.3,4394,5792,1890,3000,2032,2,12,3,2,0,1,0,None
314.4,3955,4914,1930,2879,1295,1,5,2,1,0,1,0,None
343.4,4319,5000,1956,2396,1306,1.5,7,3,1,1,1,1,None
431.5,5428,5403,1920,3342,2074,2.5,7,4,1,1,1,1,None
268.3,3375,4000,1962,1392,660,1,4,2,1,0,1,1,None
317.1,3989,5443,1920,2063,1352,2,6,3,1,0,1,0,None
349.5,4396,4000,1925,2883,1295,1,7,2,2,0,1,1,Recent
416.6,5240,4800,1920,2602,1536,2,6,3,1,1,1,1,None
526.3,6620,8000,1922,3790,2467,2,8,4,2,0,1,1,None
371.9,4678,7515,1960,2388,1265,1.5,6,3,2,0,1,1,None
483.4,6081,4800,1928,2932,1997,2,8,4,1,1,1,1,None
366.5,4610,5325,1909,2360,1356,2,6,3,1,1,1,0,Recent
522.5,6573,5294,1910,3967,2500,2.5,9,4,1,1,1,0,Old
468.3,5891,5145,1890,4532,2817,2,8,4,1,0,1,1,Recent
412.2,5185,7090,1987,3151,1836,2,8,3,1,1,1,1,None
358.2,4506,6325,1950,2685,1306,1.5,6,3,1,1,1,0,None
343.8,4325,5199,1920,2248,1412,2,7,3,1,1,1,1,None
453.6,5706,5000,1910,5401,2951,2,13,4,2,0,1,0,None
426.5,5365,5000,1949,2680,1734,2,6,3,2,0,1,0,Old
323.6,4070,4637,1920,3144,1400,1,7,4,1,0,1,0,None
302.2,3801,4958,1930,1954,925,1,5,2,1,0,1,1,Recent
472.9,5949,7199,1893,4757,2588,2,10,5,1,1,1,0,None
310,3899,4000,1925,2777,1260,1,5,2,1,1,1,1,None
741.1,9323,9615,1885,5254,2916,2,8,5,1,1,1,1,None
368.4,4634,5000,1930,3105,1371,1,7,2,1,1,1,0,None
419.8,5281,5339,1925,3153,1940,2,6,3,1,1,1,0,None
394.7,4965,4687,1953,2437,1274,2,6,3,1,1,1,1,None
350.6,4410,5320,1910,2595,1556,2,8,4,1,0,1,0,None
402.6,5064,4700,1928,2372,1490,2,6,3,1,0,1,1,None
400.3,5035,7442,1927,2908,1800,2,7,4,1,1,1,1,None
298.4,3753,5268,1953,2116,1014,1,5,3,1,1,1,1,None
366,4604,7485,1950,2274,1265,1.5,6,2,2,0,1,1,None
306.5,3855,4638,1920,3218,1394,1,6,2,1,0,1,0,None
348,4377,3928,1989,2212,1484,2,6,3,2,1,1,1,None
730.5,9189,29509,1895,6000,3164,2,7,2,1,0,1,2,None
337.5,4245,5000,1956,2268,1224,1.5,7,3,1,1,1,1,Recent
526.6,6624,8107,1920,4190,2503,2,8,3,2,1,1,1,Old
381.1,4794,7490,1987,3090,1960,2,7,3,1,1,1,1,None
590.2,7424,8562,1904,5005,3085,2,11,5,3,2,1,4,None
295.3,3714,5570,1960,2005,925,1,5,3,1,0,1,1,Recent
537.6,6763,8796,1915,2820,1765,2,7,3,1,1,1,1,Recent
326.2,4103,5370,1914,1984,1160,2,6,3,1,0,1,0,None
336.4,4231,5000,1930,2343,1335,2,6,3,1,0,1,1,None
292.8,3683,4917,1920,2052,921,1,5,2,1,0,1,0,None
352.3,4431,4593,1915,2931,1653,2,7,3,1,0,1,0,None
471.2,5927,6221,1900,3884,2115,2,9,5,2,1,1,1,None
410.6,5165,7462,1955,2422,1530,2,6,3,1,1,1,1,None
600.1,7549,9637,1938,4631,2333,2,11,5,1,1,1,1,None
510,6415,7534,1900,4122,2341,2,7,4,1,1,1,0,None
367.7,4625,5610,1960,2066,1274,2,6,3,1,1,1,1,None
279,3509,4359,1920,2002,950,1,5,2,1,0,1,0,None
373.4,4697,5000,1930,2676,1450,1.5,6,2,1,1,1,1,None
279.5,3516,4045,1924,1669,898,1.5,5,2,1,0,1,0,Old
398.6,5014,4776,1900,3315,1849,2,9,4,1,1,1,0,None
463.1,5825,5679,1928,3022,1850,2,6,3,2,0,1,0,Old
460.5,5793,6865,1961,3502,1759,1.5,9,5,2,1,1,2,None
468.8,5897,8840,1890,4112,2500,2,11,4,2,1,1,1,Old
399.5,5025,9030,1987,3006,1904,2,8,3,1,1,1,1,None
370.1,4655,5330,1910,2495,1392,2,7,4,1,1,1,1,None
598.9,7534,7830,1915,4218,2468,2,7,3,2,1,1,1,None
714.1,8983,6930,1874,5207,2884,2,10,6,3,1,1,2,Recent
610.5,7680,11272,1910,4680,2554,2,9,5,1,1,1,1,None
333.9,4200,4352,1910,3102,1615,1.5,8,3,2,0,1,0,None
527,6629,4745,1945,3949,2160,2,7,3,2,2,1,0,Recent
343.7,4323,6049,1953,2877,1373,1.5,6,3,1,1,1,1,Old
405,5094,7448,1950,3148,1431,1,7,3,2,0,1,0,None
570.2,7173,8562,1920,5313,3436,2.5,11,6,2,1,1,3,Old
334.2,4204,5577,1955,2948,1474,1,6,3,1,1,1,1,None
317.6,3995,6214,1930,1934,925,1,5,2,1,0,1,0,None
512.6,6448,7514,1910,4276,2369,2,7,4,1,1,1,1,None
659.8,8300,7535,1890,4264,2442,2,8,4,2,1,1,1,Old
342.3,4306,5490,1915,1980,1274,2,6,3,1,1,1,0,None
286.8,3607,4091,1925,2796,1277,1,5,2,1,0,1,0,None
712.9,8968,15638,1895,6874,3615,2,10,6,1,1,1,2,None
338.2,4254,5000,1933,3041,1310,1,8,3,1,1,1,1,None
344,4327,4620,1960,2118,1274,2,6,3,1,1,1,1,Recent
273.8,3444,5502,1939,1866,900,1,5,2,1,0,1,0,None
256.8,3230,3300,1920,1397,714,2,4,2,1,0,1,0,None
332.3,4180,5820,1910,2142,1392,2,7,3,1,0,1,0,Old
412,5182,9740,1987,3006,1904,2,7,3,2,0,1,1,None
629.8,7922,7723,1920,4382,2873,2.5,8,3,3,0,1,2,Old
404.8,5092,5366,1948,3124,1723,1.5,8,3,2,1,1,2,Recent
459.1,5775,10040,1915,2775,1532,2,7,4,1,1,1,1,None
385.7,4852,5000,1962,2354,1470,2,9,4,1,1,1,2,None
790.3,9941,11965,1915,4528,2592,2,10,6,3,1,1,1,None
261.1,3284,4007,1920,1879,900,1,5,2,1,0,1,1,None
298.6,3756,5610,1915,2824,1540,1.5,7,3,1,0,1,0,None
646.6,8134,7830,1910,5777,3201,2,9,5,3,0,1,2,Recent
599.2,7537,7496,1920,4408,2677,2.5,13,4,2,2,1,1,None
396.9,4993,5082,1900,3476,2000,2,7,4,1,1,1,0,Recent
384.1,4831,6237,1928,2867,1573,1.5,7,4,2,0,1,0,Recent
324.2,4078,5000,1930,3384,1383,1,5,2,1,0,1,1,None
368.4,4634,3706,1940,2288,1368,2,6,3,2,0,1,1,None
275.5,3465,4718,1930,1884,900,1,5,2,1,0,1,1,Old
543.1,6832,14400,1945,3880,2027,2,7,3,2,1,1,1,None
393.3,4947,5138,1955,2784,1661,1.5,7,4,1,1,1,1,None
799.7,10060,16924,1880,6122,3628,2,9,6,2,1,1,0,None
493.3,6205,7615,1959,2907,1659,2,9,3,2,1,1,1,None
388,4881,3923,1965,2386,1482,2,7,3,2,0,1,1,Recent
320.8,4035,4166,1946,3249,1420,1,6,3,2,0,1,1,None
663.3,8344,8289,1920,5633,3414,2.5,11,3,2,1,1,1,Old
270,3396,4204,1938,2373,1050,1,6,2,1,0,1,0,None
294.6,3706,5550,1932,2044,909,1,5,2,1,0,1,1,None
371.6,4674,5000,1940,2592,1620,2,7,3,1,1,1,1,None
375,4717,4312,1893,3854,2188,2,7,4,1,0,1,0,Old
285.9,3596,7943,1920,2428,1152,1,8,3,1,1,1,0,None
350.4,4408,4970,1935,2197,1281,2,8,4,2,0,1,1,None
648.3,8155,7150,1884,5744,3270,2.5,10,6,2,1,1,2,Recent
290.7,3657,4718,1926,2505,1080,1,5,2,1,0,1,1,None
334.2,4204,7100,1920,2048,1306,2,6,3,1,1,1,1,None
338.4,4257,5000,1948,2036,1175,2,6,3,1,0,1,1,None
551,6931,7723,1900,4911,3269,2.5,9,4,2,1,1,0,None
319.7,4021,3554,1962,2664,1258,1,7,3,2,0,1,1,None
331.3,4167,3416,1920,3047,1378,1,6,3,1,1,1,0,None
498.1,6266,8545,1899,4154,2368,2,9,4,2,1,1,2,None
328.7,4135,4166,1926,2260,1125,1,5,2,1,0,1,1,Old
293.1,3687,3322,1960,2070,1272,2,6,3,1,1,1,1,None
273.2,3436,4626,1945,2247,1042,1,6,2,1,0,1,0,None
564.7,7103,6905,1910,3791,2175,2,7,4,1,1,1,1,None
351,4415,5000,1930,2040,1316,2,7,3,1,0,1,1,None
381.9,4804,3795,1896,4102,2320,2,7,4,1,0,1,1,Old
266.4,3351,4000,1954,2072,988,1,5,3,1,0,1,1,None
309.6,3894,5420,1920,2258,1090,1,6,2,1,0,1,0,Old
523,6579,8665,1920,4399,2416,2,9,4,1,2,1,2,Old
555.9,6993,5161,1925,3926,2482,2.5,9,4,2,1,1,2,Recent
394.8,4966,5000,1924,2769,1816,2,6,3,1,1,1,1,Old
325.3,4092,3350,1930,3016,1615,1.5,6,3,1,1,1,1,None
331.8,4174,5010,1915,2900,1330,1,5,2,1,0,1,1,None
331.8,4174,4166,1940,2676,1497,1.5,7,3,2,0,1,1,None
447.4,5628,7508,1958,2704,2095,1,7,3,2,0,1,1,None
426,5359,3355,1896,3861,2230,2,7,4,3,1,1,0,Old
335.5,4220,5000,1940,2112,1300,2,6,3,1,0,1,0,None
731.7,9204,22983,1890,6404,3568,2,10,5,2,0,1,2,None
344.4,4332,7200,1920,2304,1306,1.5,6,2,1,0,1,1,None
269.1,3385,3495,1920,2044,912,1,5,2,1,0,1,0,None
724.5,9114,21953,1895,6321,4196,2.5,10,5,1,1,1,2,None
615.8,7746,7615,1909,6176,3392,2,9,4,1,2,1,1,None
522.4,6571,7991,1910,4260,2285,2,8,5,2,1,1,1,None
458.6,5769,9600,1896,3356,2078,2,7,3,2,1,1,0,Old
333.7,4197,3911,1937,2320,1430,2,8,3,1,0,1,1,None
348.2,4380,5250,1920,2216,1328,2,8,3,1,0,1,1,None
610.9,7685,8605,1890,5378,3091,2,9,6,2,1,1,2,None
328.9,4137,3284,1930,2369,1372,2,8,3,1,0,1,0,None
289.7,3644,4760,1946,1760,880,1,4,2,1,0,1,0,Old
345.5,4346,5470,1915,2632,1352,1,5,2,1,0,1,1,None
338.9,4263,5000,1928,2770,1260,1,6,2,1,1,1,0,Old
345.4,4345,5160,1915,3252,1513,1,6,2,1,0,1,1,None
419.4,5276,4400,1902,4217,2680,2.5,9,6,1,1,1,2,None
422.3,5312,5000,1948,3287,1825,2,8,4,1,1,1,1,Recent
621.5,7818,7137,1910,4788,2496,2,10,4,2,1,1,2,None
413.9,5206,3850,1910,4076,2497,2.5,7,3,2,1,1,2,Recent
338.9,4263,3926,1920,2514,1464,2,6,3,1,0,1,0,None
391.4,4923,3852,1931,2897,1855,2,9,3,1,1,1,1,Recent
363.7,4575,8000,1949,2465,1334,2,6,3,1,1,1,1,None
314.1,3951,5000,1925,2647,1167,1,6,2,1,0,1,0,None
693.1,8719,7177,1900,6235,3510,2,11,5,2,1,1,4,Recent
323.2,4065,4430,1934,3398,1436,1,7,4,2,0,1,0,None
352.9,4439,6334,1900,2677,1346,1.5,7,3,1,0,1,1,Old
354.2,4455,5000,1938,2294,1344,2,6,3,1,1,1,1,None
322.8,4060,4300,1934,2616,1333,1.5,6,3,1,1,1,1,None
323.3,4067,3802,1953,2400,1123,1,6,3,1,1,1,1,None
385.7,4852,5420,1915,3093,1739,2,9,3,3,0,1,1,Recent
420.2,5286,5200,1915,3216,1615,1.5,6,3,2,0,1,1,Recent
322.5,4057,4932,1940,2484,1075,1,6,3,1,1,1,0,Recent
301.7,3795,2730,1964,1844,1222,2,6,3,1,1,1,1,None
350.3,4406,3200,1944,1956,1232,2,7,3,1,1,1,1,None
695.6,8750,7508,1910,5983,3652,2.5,10,5,1,1,1,0,None
800.5,10070,10835,1895,6997,3649,2,9,4,2,1,1,1,Old
411,5170,5387,1920,2823,1932,2,11,4,1,1,1,1,Recent
321.4,4043,4000,1927,2193,1281,2,7,3,1,0,1,1,None
330.3,4155,3200,1964,2647,1408,1.5,5,3,2,0,1,1,None
730.9,9194,22956,1900,4500,2909,2.5,11,6,3,1,1,0,Recent
299.9,3772,4645,1960,2640,1165,1,6,3,1,1,1,2,None
284.5,3579,2952,1930,2370,1452,2,6,3,1,0,1,1,None
331.7,4172,5724,1960,2808,1321,1,6,3,2,0,1,1,None
300.5,3780,4300,1924,2480,1333,1.5,6,2,1,1,1,1,Old
546.6,6876,4709,1920,4070,2293,2,8,5,1,2,1,0,Old
345.2,4342,5771,1932,2208,1344,2,6,3,1,1,1,1,None
521.8,6564,9840,1890,4827,2716,2,10,6,1,1,1,1,None
297.2,3738,3200,1920,3254,1383,1,5,3,1,0,1,0,None
462.6,5819,12482,1915,3894,1635,1.5,7,2,2,0,1,1,Old
578.6,7278,10450,1900,4182,2416,2,10,5,2,0,1,1,Old
336.6,4234,5370,1915,1989,945,1,5,2,1,0,1,1,None
522.3,6570,7313,1964,3201,2067,2,8,4,2,1,1,1,Recent
345,4340,4000,1936,2164,1360,2,7,3,1,0,1,0,None
501.4,6307,3678,1926,3693,2157,2,9,6,2,1,1,1,Recent
281.7,3543,5180,1915,2053,988,1,5,2,1,0,1,0,None
350.8,4413,5000,1965,2202,1488,2,7,4,1,1,1,1,None
417.7,5254,7400,1950,2945,1665,2,7,4,1,1,1,1,None
470.3,5916,7100,1900,2595,1590,2,7,3,2,0,1,0,Old
339.6,4272,3185,1940,2714,1758,2,7,4,1,1,1,0,None
399.6,5026,4300,1932,2558,1448,2,6,3,1,1,1,1,Old
519.5,6535,5716,1900,4299,2419,2,7,4,1,1,1,1,None
706.3,8885,8180,1905,5587,2987,2,8,4,2,0,1,1,None
458.4,5766,5521,1950,3456,2054,2,7,2,1,1,1,0,None
336.9,4238,3772,1930,2200,1394,2,6,3,1,0,1,0,None
331.3,4167,4000,1908,2441,1492,2,6,3,1,1,1,0,None
433.6,5454,6883,1890,2889,1841,2,7,3,2,0,1,1,None
284.5,3579,4750,1927,2116,1016,1,5,2,1,0,1,1,None
357.3,4494,3938,1900,3117,1739,2,7,3,1,0,1,1,None
272.1,3423,4845,1960,1976,988,1,5,3,1,0,1,2,None
290.8,3658,4300,1930,2572,1228,1,6,3,1,0,1,1,Old
322,4050,5320,1934,3434,1383,1,5,2,1,0,1,0,None
334.1,4202,5140,1915,3074,1383,1,5,2,1,0,1,0,None
281.1,3536,4430,1920,2048,960,1,5,2,1,0,1,0,None
354.7,4462,5000,1924,2148,1348,2,6,3,1,1,1,0,None
303.4,3816,4300,1930,2156,1352,2,6,3,1,0,1,0,Old
465.2,5852,10956,1942,4058,1868,1.5,8,4,2,1,1,1,None
534.9,6729,7051,1960,3162,1919,2,9,4,2,1,1,2,Recent
313.2,3940,5732,1940,2560,1306,1.5,6,3,1,0,1,1,None
559.6,7039,9350,1899,4491,2966,2.5,9,6,1,1,1,2,Recent
401.3,5048,7507,1938,2720,1568,2,6,3,1,1,1,1,None
466.7,5871,7900,1928,3041,1784,2,7,3,1,1,1,0,Old
750.595,9442,7000,1890,6069,3443,2,11,5,2,1,2,3,Recent
438.8,5520,9960,1860,3767,2418,2,8,5,1,0,1,1,None
339.2,4267,3555,1970,2069,1372,2,6,3,1,1,1,1,None
460.4,5791,11122,1941,3052,1944,2,8,4,2,1,1,1,None
280.6,3529,4000,1929,2256,1050,1,5,2,1,0,1,0,None
341.3,4293,4000,1935,2169,1376,2,6,3,1,0,1,0,None
306.3,3853,4300,1930,2853,1318,1.5,6,3,1,1,1,1,None
522.1,6568,6840,1910,4443,2459,2,8,5,1,1,1,1,Old
296.5,3729,4250,1930,2494,1180,1,7,4,1,0,1,0,Old
342,4302,5330,1929,3180,1383,1,6,2,2,0,1,0,Old
339,4264,5000,1928,3080,1401,1,5,2,1,0,1,0,Recent
376.6,4737,5270,1909,3055,1383,1,7,4,2,0,1,0,None
517.5,6510,7860,1970,2883,1982,1,6,3,1,1,1,2,None
530.8,6677,8153,1902,4979,2854,2,9,5,2,0,1,2,Recent
387.7,4877,3926,1940,3396,2014,2,8,3,1,1,1,1,Recent
496.7,6248,15654,1920,3917,2474,2,10,5,2,0,1,1,None
317.9,3999,3772,1910,2978,1684,2,8,3,1,1,1,0,None
292,3673,5487,1956,2095,988,1,5,3,1,0,1,2,None
328.6,4133,7940,1955,2904,1284,1,5,2,1,0,1,1,None
483.5,6082,4781,1921,3011,1915,2,8,4,1,1,1,1,None
270.5,3402,4000,1928,2140,1026,1,5,2,1,0,1,0,None
483.5,6082,4000,1987,3692,2142,2,7,3,1,1,1,1,None
293.9,3697,4000,1940,1872,864,1,5,2,1,0,1,0,None
520.6,6549,8250,1910,5128,2988,2,10,5,2,0,1,1,None
323.1,4064,4300,1960,2785,1235,1,6,4,1,1,1,1,None
335.8,4224,5000,1954,2174,1040,1,5,3,1,0,1,1,Recent
472.1,5939,6810,1953,2748,1764,2,7,4,2,1,1,1,Recent
536.8,6752,7381,1880,5168,3241,2.5,10,5,2,0,1,2,None
275.1,3460,4250,1930,1980,960,1,5,2,1,0,1,1,None
400.9,5043,5235,1920,3968,2118,2,9,4,2,0,1,1,Old
463.5,5830,6980,1900,3999,2432,2,7,4,1,1,1,0,None
295.2,3713,3690,1940,2532,1150,1,6,2,1,1,1,1,None
373.1,4693,4990,1930,3281,1658,1.5,6,3,1,0,1,0,Recent
407.4,5125,4830,1915,2970,2066,1.5,10,4,2,0,1,0,None
458.8,5771,11757,1935,3300,1752,2,7,3,1,1,1,1,Old
355.4,4470,3651,1931,2784,1664,2,8,3,2,1,1,1,None
309.4,3892,5660,1930,2440,1126,1,5,2,1,0,1,0,None
311,3912,4000,1920,3076,1310,1,5,2,1,0,1,0,Recent
303.8,3821,4000,1912,2508,1608,2,6,3,1,0,1,1,None
619.2,7789,8130,1898,4314,2635,2.5,10,4,2,1,1,1,Recent
509.3,6406,7818,1907,4971,3166,2.5,9,3,2,1,1,1,Recent
351.5,4421,3653,1925,3616,1963,2,9,3,1,1,1,1,None
377.2,4745,4470,1926,3220,1912,2,9,4,1,2,1,0,None
333.3,4192,4300,1940,2865,1573,1.5,6,3,1,1,1,1,None
936,11774,20560,1901,8154,4106,2,9,4,3,1,1,2,None
610,7673,8143,1892,5418,3084,2,11,5,1,1,1,2,Recent
288.6,3630,4250,1930,2270,1044,1,5,2,1,0,1,1,None
288.3,3626,4000,1930,1899,912,1,5,2,1,1,1,0,None
331.2,4166,4000,1957,2322,1306,1.5,6,3,1,1,1,0,None
442.4,5565,5000,1930,2916,1814,2.5,8,4,2,1,1,1,Recent
246.1,3095,5000,1922,2076,954,1,5,2,1,0,1,0,None
285.3,3589,4000,1914,2928,1330,1,6,3,2,0,1,0,None
324.5,4082,5020,1930,3047,1330,1,7,4,1,1,1,0,None
705,8868,18696,1900,7022,4381,2.5,12,5,3,1,1,1,None
500.3,6293,8800,1889,3574,2154,2,8,4,1,1,1,1,Recent
370.1,4655,3816,1931,3590,1588,1,9,4,2,0,1,1,None
350,4403,4602,1910,2512,1544,2,6,3,1,1,1,1,Old
315.9,3974,4550,1929,3198,1462,1,6,2,1,0,1,1,None
387.8,4878,9516,1949,2556,1162,1,6,3,1,1,1,1,None
315.5,3968,4000,1935,1994,1334,2,6,3,1,0,1,1,None
418.8,5268,5000,1934,3216,1903,2,8,3,1,2,1,0,None
490.4,6169,5846,1920,4110,2359,2,8,5,2,2,2,1,None
529.6,6662,9500,1902,4598,2932,2.5,10,4,1,1,1,0,None
405,5094,8643,1925,2775,1589,2,7,3,1,1,1,1,None
449.9,5659,4000,1920,2860,1824,2,8,4,2,0,1,0,Recent
563.7,7091,10883,1894,5048,2758,2,9,5,1,1,1,1,None
285.2,3587,5000,1920,1929,912,1,5,2,1,0,1,0,None
317,3987,4000,1928,2393,1121,1.5,6,3,1,0,1,0,None
644.2,8104,11761,1890,5792,3510,2,10,5,2,0,1,3,None
408.6,5140,8000,1940,3554,1758,2,8,4,1,1,1,1,Old
528.4,6647,17410,1920,4134,2243,2,12,6,3,1,1,2,None
292.1,3674,4250,1957,2430,1137,1,6,3,1,0,1,1,Old
594,7472,12026,1967,3931,2695,2,9,5,1,2,1,2,None
279.2,3512,4770,1915,1977,950,1,6,2,1,0,1,0,None
750.6,9442,9795,1870,5212,3116,2,11,7,1,1,1,0,Recent
496,6239,5500,1910,3536,2317,2.5,10,5,1,1,1,1,None
380.9,4791,4440,1924,3100,1856,2,7,4,1,1,1,0,None
476.1,5989,3620,1932,4118,3058,2,11,5,2,2,1,1,Recent
562.8,7080,9018,1900,4686,2718,2,14,5,3,0,1,1,Recent
555.6,6989,5846,1910,4514,2478,2,9,6,2,0,1,1,Recent
363.1,4567,4500,1930,3262,1490,1,7,2,1,0,1,0,None
357.3,4494,5000,1930,2564,1624,2,7,3,1,1,1,1,None
620.3,7803,10250,1910,4428,2649,2,9,5,1,2,1,2,None
291.8,3670,4000,1965,2096,1032,1,6,4,2,0,1,0,None
460.5,5793,9500,1890,2776,1732,2,8,3,1,1,1,0,Old
348.2,4380,4850,1930,3075,1680,1.5,7,2,2,0,1,1,None
439.1,5523,8637,1933,3846,2304,2,7,3,1,0,1,1,None
400.2,5034,4000,1925,2406,1392,2,7,3,2,0,1,0,Recent
331.2,4166,5540,1931,3030,1669,1.5,7,3,1,1,1,1,None
324,4075,3416,1930,2116,1344,2,8,4,1,1,1,0,None
410.8,5167,5293,1900,3948,2071,2,13,6,1,1,1,1,None
318.3,4004,4000,1957,2563,1142,1,6,2,1,1,1,1,None
312.9,3936,4490,1955,2363,1075,1,8,3,1,1,1,1,None
487.4,6131,11000,1939,2742,1728,2,6,3,1,1,1,1,None
419.6,5278,5730,1931,2471,1870,1,6,2,2,0,1,1,Recent
325.6,4096,5000,1925,2169,1352,2,6,3,1,1,1,1,None
712.5,8963,9795,1870,5541,3159,2,10,5,4,1,2,0,Old
912.6,11480,12475,1928,5698,3488,2,8,4,2,1,1,2,None
673.7,8475,11808,1918,5641,3120,2,12,6,3,1,1,2,None
554,6969,5644,1910,4548,2445,2,10,5,2,1,1,1,Old
256.6,3228,3632,1900,2005,950,1,5,2,1,0,1,0,None
396.5,4987,6198,1940,3108,1632,1.5,12,5,2,0,2,1,Recent
294.3,3702,3205,1956,1964,1274,2,6,3,1,1,1,1,Old
320.3,4029,4850,1933,2566,1333,1.5,6,3,1,1,1,1,None
637,8013,10148,1900,4763,2703,2,8,5,2,0,1,2,Old
346,4352,4000,1940,2613,1584,2,6,3,1,0,1,1,None
481.9,6062,11244,1970,2824,2042,1,7,3,2,1,1,2,None
554.5,6975,6600,1900,4744,2794,2,7,4,1,1,1,1,Recent
350.3,4406,4239,1925,2600,1527,2,8,3,1,1,1,0,None
358.2,4506,3587,1940,2968,1613,2,7,3,1,1,1,1,None
299.2,3763,4260,1947,2323,960,1,5,2,1,0,1,1,None
576.1,7247,6501,1920,5197,3636,3,12,4,3,1,2,1,Old
377.5,4748,5410,1910,2446,1424,2,7,3,1,1,1,0,None
342.1,4303,4250,1924,2978,1408,1,6,2,1,0,1,1,None
333,4189,5578,1957,2142,1363,2,6,3,1,1,1,1,None
331.4,4169,4055,1940,2437,1075,1,6,3,1,1,1,1,Old
605.2,7613,7414,1920,4601,2484,2,9,5,2,1,1,1,Old
317.9,3999,4000,1956,2637,1137,1,4,2,1,0,1,1,Recent
577.4,7263,6683,1910,4595,2661,2,10,5,1,1,1,1,None
293.7,3694,4850,1925,2772,1224,1,5,2,1,0,1,0,None
378.7,4764,4500,1952,2940,1820,2,7,3,1,1,1,1,Old
309.7,3896,4730,1938,2208,950,1,5,2,1,0,1,1,None
287.6,3618,4250,1954,2625,1225,1,6,3,1,0,1,1,None
306.9,3860,3758,1931,2428,1188,1,5,2,1,0,1,1,Old
275.3,3463,4500,1920,2266,1095,1,8,2,1,0,1,1,Recent
582.4,7326,8648,1895,4574,2813,2,8,4,1,1,1,1,None
582.8,7331,6009,2004,3826,2341,2,7,4,2,1,1,1,None
328.1,4127,4000,1957,3120,1285,1,6,3,1,2,1,1,None
403.4,5074,8130,1900,3177,1850,2,9,3,1,1,1,0,None
511.9,6439,7151,1910,4659,2633,2,9,4,1,0,1,2,None
366.9,4615,8145,1950,2604,1042,1,6,3,1,1,1,1,Old
314.8,3960,5470,1920,1968,1061,1.5,6,3,1,1,1,1,None
533.1,6706,9250,1936,3316,1914,2,9,3,2,1,1,1,None
526.1,6618,5552,1920,4232,2442,2,10,4,1,1,1,1,None
582.8,7331,6009,2004,3826,2341,2,7,4,2,1,1,1,None
